,reordered_pred,reordered,reordered_prob
3360715,0,0.0,0.02034558355808258
3362049,0,0.0,0.1254771649837494
3363799,1,0.0,0.2869891822338104
3365549,0,0.0,0.051934000104665756
3376180,0,0.0,0.20104165375232697
3395710,0,0.0,0.04023084416985512
3397848,0,0.0,0.17485201358795166
3411629,0,0.0,0.07807470113039017
3418224,1,0.0,0.43834158778190613
3418304,1,0.0,0.5998899340629578
3422609,1,0.0,0.27601635456085205
3423487,1,0.0,0.7273136377334595
3430683,1,1.0,0.5387146472930908
3431246,1,0.0,0.39266258478164673
3433450,1,0.0,0.579241931438446
3436414,1,0.0,0.27956268191337585
3447486,0,0.0,0.06858772784471512
3448721,0,0.0,0.06487858295440674
3453378,0,0.0,0.11458394676446915
3463391,1,1.0,0.5391475558280945
3465006,1,1.0,0.8541799187660217
3469956,1,0.0,0.692988395690918
3480390,1,0.0,0.3172470033168793
3492096,1,1.0,0.6769753694534302
3493078,1,0.0,0.24363957345485687
3495055,0,0.0,0.03026510961353779
3506461,0,0.0,0.05572380870580673
3507106,1,1.0,0.6005367040634155
3510466,0,0.0,0.07886087894439697
3514097,0,0.0,0.14840146899223328
3514900,0,0.0,0.14299368858337402
3526894,0,0.0,0.12261826545000076
3529567,0,0.0,0.12102968245744705
3534410,1,1.0,0.3560076951980591
3536914,1,1.0,0.7344090342521667
3539067,0,0.0,0.012662910856306553
3540901,0,0.0,0.058502428233623505
3542026,1,1.0,0.4541662037372589
3545123,0,0.0,0.09902054071426392
3555963,0,0.0,0.0740429237484932
3568934,0,0.0,0.14587938785552979
3572914,0,0.0,0.013234548270702362
3573391,1,1.0,0.5150651931762695
3577161,0,0.0,0.19646795094013214
3582839,0,0.0,0.07571995258331299
3584551,0,0.0,0.048333823680877686
3586994,0,0.0,0.06850714981555939
3588920,0,0.0,0.09765569865703583
3595965,0,0.0,0.015588599257171154
3602351,0,0.0,0.1969258189201355
3602673,1,1.0,0.6154043078422546
3607435,1,0.0,0.5831655859947205
3611311,1,0.0,0.28920191526412964
3617324,0,0.0,0.038862988352775574
3623395,0,0.0,0.1255587488412857
3623651,0,0.0,0.1069985032081604
3625963,1,0.0,0.6159279346466064
3642401,0,0.0,0.013697566464543343
3651389,0,1.0,0.0866967961192131
3651568,1,0.0,0.6408555507659912
3654229,0,0.0,0.09887051582336426
3655504,1,1.0,0.4275265634059906
3661081,0,0.0,0.01849381811916828
3661604,0,0.0,0.15559972822666168
3663724,1,1.0,0.8009262681007385
3664622,0,0.0,0.0861569195985794
3674101,1,0.0,0.4343562722206116
3679145,0,0.0,0.08749818056821823
3681926,1,1.0,0.49339377880096436
3690774,1,0.0,0.31155526638031006
3693911,0,0.0,0.10897412151098251
3698010,1,0.0,0.639238715171814
3700906,1,0.0,0.2436080127954483
3706359,0,0.0,0.085616335272789
3708981,0,0.0,0.14737260341644287
3709119,0,0.0,0.08977161347866058
3710465,0,0.0,0.11192342638969421
3711124,0,0.0,0.09910284727811813
3712180,0,0.0,0.04423394426703453
3716620,0,0.0,0.08892348408699036
3719413,0,0.0,0.0920511931180954
3723547,1,1.0,0.37208083271980286
3727058,0,0.0,0.048021718859672546
3727815,1,0.0,0.5578573942184448
3734424,0,0.0,0.13753226399421692
3737300,1,0.0,0.24345763027668
3738325,0,0.0,0.11289522051811218
3738800,1,0.0,0.27025189995765686
3749601,1,0.0,0.6072593927383423
3752688,0,0.0,0.05236274003982544
3753093,1,0.0,0.26115578413009644
3755521,1,1.0,0.49103695154190063
3756861,0,0.0,0.09965169429779053
3760430,1,0.0,0.5169280171394348
3761376,0,0.0,0.09133937209844589
3765776,1,1.0,0.5942685008049011
3767699,1,0.0,0.6127349138259888
3771051,1,1.0,0.34967249631881714
3773314,0,0.0,0.08969881385564804
3778756,0,0.0,0.0999666154384613
3784139,1,1.0,0.48578357696533203
3787515,0,0.0,0.011596924625337124
3793162,1,1.0,0.5263783931732178
3796073,0,0.0,0.15096351504325867
3798487,1,1.0,0.253598690032959
3800054,0,0.0,0.14124196767807007
3806178,1,1.0,0.3307221233844757
3809156,0,0.0,0.1930064558982849
3809711,0,0.0,0.041605714708566666
3811757,0,0.0,0.01661440171301365
3812047,0,0.0,0.05896001309156418
3821654,1,0.0,0.22716070711612701
3832087,0,1.0,0.09239815920591354
3835296,0,0.0,0.0922650694847107
3836697,1,0.0,0.4756579101085663
3838014,1,1.0,0.3349238932132721
3849020,0,1.0,0.1442517638206482
3860343,0,0.0,0.12083141505718231
3863448,1,1.0,0.6185362935066223
3869975,0,0.0,0.09867317974567413
3874501,0,0.0,0.04999956116080284
3885048,0,0.0,0.09780475497245789
3889098,0,0.0,0.12481087446212769
3894213,0,1.0,0.10173363238573074
3894515,0,0.0,0.08176086097955704
3898382,0,1.0,0.10281839221715927
3900446,0,0.0,0.154808908700943
3901006,0,0.0,0.17506060004234314
3905979,0,0.0,0.025539472699165344
3906824,0,0.0,0.2032763659954071
3907728,0,0.0,0.20518752932548523
3907756,1,0.0,0.4070269763469696
3908954,0,0.0,0.20596982538700104
3910426,1,1.0,0.31809431314468384
3919119,1,1.0,0.6231149435043335
3921694,0,0.0,0.049114618450403214
3926076,0,0.0,0.12270350009202957
3932922,0,0.0,0.12812229990959167
3939799,0,0.0,0.16475360095500946
3944291,0,0.0,0.08726337552070618
3948547,1,1.0,0.706027626991272
3948749,1,0.0,0.5024361610412598
3951290,1,0.0,0.5786547064781189
3952789,0,0.0,0.1321716010570526
3956192,0,0.0,0.08921986818313599
3958373,0,0.0,0.06098850816488266
3959194,1,1.0,0.3890416622161865
3962614,0,0.0,0.036128029227256775
3966467,1,1.0,0.42597824335098267
3969618,1,0.0,0.23179678618907928
3972937,1,1.0,0.2676507532596588
3981153,0,0.0,0.04166896268725395
3982523,1,1.0,0.5261448621749878
3984723,1,1.0,0.42031171917915344
3988886,1,0.0,0.5527021288871765
3993042,1,1.0,0.7211744785308838
3996801,0,0.0,0.02608431503176689
4010814,1,0.0,0.21957625448703766
4012125,1,1.0,0.7646598219871521
4021414,1,0.0,0.7697181105613708
4037897,0,0.0,0.08965476602315903
4044766,1,0.0,0.2793033719062805
4048827,0,0.0,0.07069206982851028
4052116,0,0.0,0.045154061168432236
4052764,1,1.0,0.5753846168518066
4054798,0,0.0,0.07721102982759476
4060407,0,1.0,0.13256104290485382
4069263,0,0.0,0.03637167438864708
4073878,1,1.0,0.7423654794692993
4077016,1,0.0,0.6186074018478394
4084004,0,0.0,0.06579737365245819
4104935,0,0.0,0.10978269577026367
4116845,0,0.0,0.07489187270402908
4119488,0,0.0,0.07754302769899368
4119980,0,0.0,0.027879411354660988
4120155,1,1.0,0.5253683924674988
4121507,0,0.0,0.09449470043182373
4121918,0,0.0,0.0639558956027031
4122157,0,0.0,0.16608907282352448
4126083,0,0.0,0.03908485546708107
4133622,0,0.0,0.017783645540475845
4142904,0,0.0,0.07309631258249283
4146162,0,0.0,0.0762985423207283
4155203,1,1.0,0.3752570152282715
4157835,0,0.0,0.024188119918107986
4159625,0,0.0,0.07100458443164825
4162755,0,0.0,0.051831379532814026
4165806,0,0.0,0.14092029631137848
4174367,0,0.0,0.03691345825791359
4185574,0,0.0,0.11998436599969864
4192261,0,0.0,0.07025786489248276
4192588,0,0.0,0.043259378522634506
4199588,1,1.0,0.47610607743263245
4212584,1,0.0,0.2516310513019562
4213930,0,0.0,0.09521827101707458
4215214,1,0.0,0.5316020250320435
4217599,0,0.0,0.13204140961170197
4218450,0,0.0,0.13156172633171082
4228699,1,1.0,0.7108871936798096
4240590,0,0.0,0.12002880871295929
4243502,0,0.0,0.05053291469812393
4253810,0,0.0,0.14004577696323395
4257804,1,0.0,0.23511789739131927
4262832,1,0.0,0.2713797390460968
4265033,1,0.0,0.3297790288925171
4265839,1,1.0,0.7077193856239319
4268573,1,0.0,0.23730531334877014
4270514,0,0.0,0.05769084021449089
4277192,0,0.0,0.12909042835235596
4277510,0,0.0,0.04400678351521492
4282795,0,0.0,0.12489066272974014
4285021,0,0.0,0.1363133043050766
4287575,0,0.0,0.13588778674602509
4294384,1,1.0,0.6067540645599365
4297880,0,0.0,0.11620429903268814
4301639,1,0.0,0.5638212561607361
4303550,1,0.0,0.24640725553035736
4313803,1,1.0,0.5620425939559937
4314667,1,1.0,0.2447117120027542
4317475,1,0.0,0.5433629751205444
4319700,0,0.0,0.05212665721774101
4319870,0,0.0,0.07501542568206787
4321921,1,0.0,0.3149448037147522
4333030,1,0.0,0.47413164377212524
4337256,0,0.0,0.11611194908618927
4337616,0,0.0,0.08711332082748413
4339994,0,0.0,0.08874312043190002
4342779,0,0.0,0.19854958355426788
4352957,0,0.0,0.07618843764066696
4356420,1,0.0,0.30765706300735474
4358362,1,0.0,0.2462335228919983
4359541,1,1.0,0.34834176301956177
4363852,1,0.0,0.48550838232040405
4366055,1,0.0,0.4067963659763336
4366191,1,0.0,0.22974655032157898
4370899,1,1.0,0.6041598320007324
4375637,1,1.0,0.6616032719612122
4380263,1,0.0,0.517687976360321
4389187,1,1.0,0.560275673866272
4393912,0,0.0,0.023002957925200462
4394954,0,0.0,0.024149730801582336
4399384,0,0.0,0.02675030566751957
4405069,0,1.0,0.1840215027332306
4405445,0,0.0,0.07080724835395813
4406334,1,1.0,0.27342063188552856
4410280,0,1.0,0.11120229214429855
4414973,0,0.0,0.16999134421348572
4418444,0,0.0,0.12234773486852646
4421629,0,0.0,0.17969712615013123
4421731,0,0.0,0.1414313167333603
4422352,0,0.0,0.06391560286283493
4424386,0,0.0,0.017152898013591766
4435813,0,0.0,0.08118093758821487
4437841,0,0.0,0.12566937506198883
4442092,0,0.0,0.08878350257873535
4442870,1,1.0,0.4995909631252289
4448113,0,0.0,0.059815164655447006
4454362,0,0.0,0.06441299617290497
4463759,1,0.0,0.8631898760795593
4468050,0,0.0,0.029817376285791397
4468137,0,0.0,0.028738806024193764
4477630,1,0.0,0.7007172107696533
4483094,1,1.0,0.4329374432563782
4486003,0,0.0,0.20231372117996216
4490641,0,1.0,0.15671156346797943
4495868,1,0.0,0.29659098386764526
4503263,0,0.0,0.10986601561307907
4503974,1,0.0,0.3768863379955292
4504141,1,0.0,0.21251097321510315
4507268,1,1.0,0.503322184085846
4510367,0,0.0,0.16256850957870483
4513872,0,0.0,0.022374646738171577
4515627,1,0.0,0.3857088088989258
4516778,0,0.0,0.07849524915218353
4516967,0,0.0,0.026721229776740074
4526889,0,0.0,0.023896152153611183
4527810,1,0.0,0.4652939736843109
4530550,0,0.0,0.06003266200423241
4533865,1,0.0,0.7205502986907959
4535186,1,0.0,0.24164535105228424
4538278,1,1.0,0.2306225597858429
4539631,1,1.0,0.29638388752937317
4541299,1,1.0,0.5763493776321411
4542902,1,1.0,0.5316799879074097
4551286,1,0.0,0.3587726950645447
4566281,0,0.0,0.12229859083890915
4569443,1,1.0,0.35570794343948364
4573202,1,0.0,0.3784578740596771
4573640,0,0.0,0.01828685589134693
4578606,1,1.0,0.22468554973602295
4579658,0,0.0,0.0868690088391304
4585472,0,0.0,0.11982760578393936
4591788,0,0.0,0.03388013318181038
4592148,0,0.0,0.11620976030826569
4596500,0,0.0,0.13994592428207397
4602560,1,1.0,0.6417975425720215
4610723,1,1.0,0.6805237531661987
4615938,1,1.0,0.6917148232460022
4619554,1,0.0,0.38243716955184937
4624080,0,0.0,0.06546391546726227
4625910,1,1.0,0.7653839588165283
4629516,1,1.0,0.21000126004219055
4629732,0,0.0,0.03446298837661743
4632422,1,1.0,0.6803131103515625
4636437,1,1.0,0.2453850358724594
4637008,0,0.0,0.037457697093486786
4645653,1,0.0,0.2745817005634308
4648005,0,0.0,0.028187287971377373
4651309,1,0.0,0.324687659740448
4651329,0,0.0,0.027836281806230545
4658737,1,1.0,0.28887060284614563
4661471,1,0.0,0.22825153172016144
4663881,0,0.0,0.07874983549118042
4673216,1,1.0,0.5800272226333618
4674593,0,0.0,0.03220408782362938
4680172,1,0.0,0.27528733015060425
4685380,0,0.0,0.10689409077167511
4688191,1,1.0,0.7384963035583496
4690517,1,0.0,0.3535659909248352
4690578,1,1.0,0.519228458404541
4692062,1,1.0,0.53751540184021
4693541,0,0.0,0.20795698463916779
4695958,0,0.0,0.08473322540521622
4696330,1,1.0,0.6702732443809509
4700564,0,0.0,0.027821004390716553
4705230,1,0.0,0.25383615493774414
4711155,0,0.0,0.05715014040470123
4711756,0,0.0,0.20276784896850586
4714675,1,1.0,0.7272357940673828
4722998,0,0.0,0.13820074498653412
4726175,1,1.0,0.400108277797699
4731218,0,0.0,0.052236028015613556
4732775,0,0.0,0.03692867234349251
4733379,0,0.0,0.06415992230176926
4739806,0,0.0,0.060565635561943054
4740985,0,0.0,0.0404023602604866
4749242,1,1.0,0.5522695183753967
4751913,1,1.0,0.5384892225265503
4752939,0,0.0,0.07210957258939743
4771587,1,1.0,0.48153364658355713
4773369,1,0.0,0.30302029848098755
4775456,1,1.0,0.5168771743774414
4777055,1,1.0,0.5393644571304321
4783202,1,1.0,0.6527161002159119
4788685,1,0.0,0.3953479528427124
4790374,0,0.0,0.038172319531440735
4797455,0,0.0,0.07840289920568466
4819333,0,1.0,0.18541717529296875
4821016,0,0.0,0.0193194393068552
4824267,0,0.0,0.11567682027816772
4825025,0,0.0,0.1144346073269844
4831582,1,1.0,0.38212212920188904
4839340,1,0.0,0.7113125324249268
4851324,0,0.0,0.014053779654204845
4857182,1,1.0,0.3020035922527313
4866245,1,0.0,0.37792372703552246
4871721,1,1.0,0.2851484715938568
4880228,0,0.0,0.01343047246336937
4880824,1,1.0,0.49540823698043823
4882220,1,1.0,0.5188242793083191
4887928,0,0.0,0.09652543812990189
4889072,1,0.0,0.23614324629306793
4889957,0,0.0,0.17210906744003296
4890446,0,0.0,0.16826912760734558
4892335,0,0.0,0.06082892045378685
4892807,1,0.0,0.215813547372818
4893449,1,1.0,0.27705007791519165
4902301,1,1.0,0.6051881909370422
4907354,0,0.0,0.061876632273197174
4912295,0,0.0,0.09751388430595398
4917603,0,0.0,0.19928185641765594
4920774,1,0.0,0.3237185478210449
4939884,1,1.0,0.5035831928253174
4945993,0,0.0,0.19332829117774963
4947126,0,0.0,0.05942738428711891
4949198,0,0.0,0.0421285517513752
4953602,0,0.0,0.08611570298671722
4956059,0,0.0,0.0713292732834816
4959181,1,0.0,0.3160027265548706
4979748,1,0.0,0.2951248288154602
4979939,0,0.0,0.13519936800003052
4980824,0,0.0,0.012689252384006977
4982449,0,0.0,0.04979412257671356
4987893,0,0.0,0.2092234045267105
4999027,1,1.0,0.427182137966156
5000832,1,1.0,0.8771688938140869
5007481,0,0.0,0.20837600529193878
5019866,1,1.0,0.5907124876976013
5022860,0,0.0,0.09784504771232605
5024474,0,0.0,0.09483680874109268
5031173,0,0.0,0.11793830245733261
5045848,1,0.0,0.38192012906074524
5059853,1,1.0,0.28203487396240234
5060476,0,0.0,0.16359156370162964
5066965,0,0.0,0.026008663699030876
5069343,1,1.0,0.45904597640037537
5071229,0,0.0,0.08940206468105316
5073707,0,0.0,0.01890920288860798
5076059,1,1.0,0.5624836087226868
5085317,0,0.0,0.15968084335327148
5088469,0,1.0,0.1596042960882187
5090801,0,0.0,0.05077671259641647
5092435,0,0.0,0.08310800790786743
5097414,0,0.0,0.10488013178110123
5099949,1,0.0,0.27204930782318115
5106006,1,0.0,0.6167110204696655
5108465,1,0.0,0.4761132001876831
5110890,0,1.0,0.1891748458147049
5111509,0,0.0,0.021375030279159546
5113632,0,0.0,0.1002950370311737
5123231,1,1.0,0.28888899087905884
5124174,1,0.0,0.5093796253204346
5127918,1,1.0,0.38313060998916626
5128740,1,1.0,0.2180745154619217
5140228,0,0.0,0.18036919832229614
5148885,1,1.0,0.6514524817466736
5150190,0,0.0,0.13525697588920593
5150219,1,1.0,0.6761789321899414
5150992,0,1.0,0.19186653196811676
5152727,0,0.0,0.18265719711780548
5153842,1,0.0,0.4755622446537018
5164852,0,0.0,0.05291178822517395
5166688,0,0.0,0.14178763329982758
5167592,1,1.0,0.6888173818588257
5167877,1,0.0,0.21044772863388062
5174498,1,1.0,0.830971896648407
5188365,0,0.0,0.18291500210762024
5189346,0,0.0,0.08947501331567764
5198904,1,0.0,0.4018980860710144
5201887,1,1.0,0.29264891147613525
5209438,1,0.0,0.41713425517082214
5210173,1,1.0,0.6038066148757935
5216311,1,0.0,0.501630961894989
5216650,1,0.0,0.48944079875946045
5218648,0,0.0,0.16747772693634033
5220773,1,1.0,0.5515491962432861
5221003,0,0.0,0.10298149287700653
5223529,0,0.0,0.14393630623817444
5224067,0,0.0,0.03339049592614174
5225103,1,0.0,0.3664195239543915
5230870,0,0.0,0.04388938844203949
5237607,0,0.0,0.026404205709695816
5244101,0,0.0,0.06238288804888725
5247632,0,0.0,0.07277962565422058
5263551,1,1.0,0.6227513551712036
5266127,0,0.0,0.0738539770245552
5270064,1,0.0,0.6147704720497131
5270211,1,1.0,0.362669974565506
5274566,0,1.0,0.10438467562198639
5275800,0,1.0,0.13351470232009888
5277503,0,0.0,0.05080687627196312
5278867,1,1.0,0.49954426288604736
5281324,1,1.0,0.5416207909584045
5281670,1,0.0,0.22051221132278442
5282061,0,0.0,0.16266411542892456
5285008,1,1.0,0.8041463494300842
5286245,0,0.0,0.10087892413139343
5288965,0,0.0,0.1722002625465393
5302509,1,1.0,0.5923552513122559
5304422,1,0.0,0.2644684612751007
5306849,1,1.0,0.6292687654495239
5309255,0,0.0,0.1565079391002655
5323590,0,0.0,0.18459291756153107
5326823,1,1.0,0.48596978187561035
5327497,1,0.0,0.33057135343551636
5330591,1,0.0,0.3682328760623932
5335440,0,0.0,0.14079549908638
5336634,0,0.0,0.020648572593927383
5338313,0,0.0,0.07358112186193466
5340730,1,0.0,0.22806568443775177
5343027,0,0.0,0.2018907219171524
5356595,1,0.0,0.21274982392787933
5360218,0,0.0,0.12960495054721832
5360683,0,0.0,0.18816258013248444
5362031,1,0.0,0.25555434823036194
5370544,0,0.0,0.13351687788963318
5371139,1,0.0,0.2655985653400421
5384314,0,0.0,0.17684966325759888
5385848,0,0.0,0.1663798987865448
5389249,1,0.0,0.22685612738132477
5401796,1,0.0,0.4050537943840027
5404491,0,0.0,0.1767677664756775
5409653,0,1.0,0.0733005627989769
5417593,0,0.0,0.029784947633743286
5420197,0,0.0,0.07527483999729156
5426037,0,0.0,0.13533729314804077
5446771,0,0.0,0.0797366201877594
5450332,1,1.0,0.22970500588417053
5451322,0,0.0,0.16953612864017487
5452961,0,0.0,0.16288965940475464
5453534,0,0.0,0.02134164236485958
5457209,0,1.0,0.1889161765575409
5466831,1,1.0,0.575392484664917
5474724,1,0.0,0.3841922879219055
5476187,0,0.0,0.028255367651581764
5492451,0,0.0,0.1777532547712326
5498099,0,0.0,0.010946182534098625
5501078,0,0.0,0.08226564526557922
5505391,0,0.0,0.13005153834819794
5511932,0,0.0,0.05808213725686073
5517871,1,0.0,0.39833754301071167
5518873,0,0.0,0.17745833098888397
5521049,0,0.0,0.09959100931882858
5528954,0,0.0,0.016264958307147026
5537916,1,1.0,0.2817600965499878
5543334,0,0.0,0.1883569061756134
5548773,0,0.0,0.12162772566080093
5554606,0,0.0,0.033219411969184875
5558832,1,1.0,0.42736154794692993
5559271,1,1.0,0.41449958086013794
5560480,0,0.0,0.12004488706588745
5560544,1,0.0,0.33766117691993713
5563408,0,1.0,0.18519224226474762
5566254,0,1.0,0.10884230583906174
5568329,0,0.0,0.09734433889389038
5568692,0,0.0,0.06897176057100296
5572245,1,0.0,0.22081364691257477
5573588,0,0.0,0.05570252612233162
5575291,0,0.0,0.10694298893213272
5576288,0,0.0,0.016114823520183563
5591277,0,0.0,0.10547523200511932
5591561,0,0.0,0.076291523873806
5592553,1,0.0,0.5499101877212524
5594709,1,1.0,0.5678579807281494
5615913,1,1.0,0.8079583048820496
5617743,1,1.0,0.3892005383968353
5621519,1,1.0,0.763698160648346
5624524,1,1.0,0.5335713028907776
5627059,1,1.0,0.6100147366523743
5628162,0,0.0,0.05480681732296944
5628427,1,1.0,0.48788610100746155
5637430,0,0.0,0.08677315711975098
5639539,1,1.0,0.5271559357643127
5639783,0,0.0,0.05289507657289505
5645310,1,1.0,0.5133604407310486
5646832,1,0.0,0.605018675327301
5647276,0,0.0,0.07696810364723206
5649013,0,0.0,0.05417768657207489
5650435,0,0.0,0.1186906099319458
5651370,1,1.0,0.536980926990509
5654054,0,0.0,0.029325386509299278
5654781,1,0.0,0.6607357859611511
5661310,1,0.0,0.2104775309562683
5664618,1,1.0,0.5755787491798401
5666107,0,0.0,0.04910540208220482
5672899,0,0.0,0.0437975637614727
5675329,0,0.0,0.15445184707641602
5675536,1,0.0,0.6959338784217834
5678537,1,0.0,0.23795093595981598
5683986,0,0.0,0.03101365827023983
5687628,0,0.0,0.14270992577075958
5698615,0,0.0,0.10636887699365616
5705645,0,0.0,0.04603412002325058
5708353,1,0.0,0.29017016291618347
5715990,1,1.0,0.6291278600692749
5716964,1,1.0,0.5293987989425659
5717393,1,0.0,0.7122461199760437
5718269,1,0.0,0.36344611644744873
5725921,0,0.0,0.053806304931640625
5730969,0,0.0,0.1502356231212616
5740065,0,0.0,0.018749350681900978
5740987,0,0.0,0.10090840607881546
5744468,1,1.0,0.37608441710472107
5748274,0,1.0,0.06116330623626709
5752288,0,1.0,0.14220239222049713
5754444,0,0.0,0.05137370154261589
5763507,1,1.0,0.6894770264625549
5770973,0,0.0,0.16338378190994263
5771377,1,1.0,0.7046123147010803
5774882,1,1.0,0.5091062784194946
5777132,1,1.0,0.5895659327507019
5782734,0,1.0,0.15615370869636536
5784949,0,0.0,0.17882731556892395
5786406,0,0.0,0.06614135950803757
5803050,1,0.0,0.31172680854797363
5803586,0,0.0,0.06031055748462677
5807863,1,0.0,0.23122991621494293
5812288,0,0.0,0.10661306977272034
5815784,0,0.0,0.054605212062597275
5816624,1,1.0,0.6256287693977356
5816990,1,0.0,0.29338619112968445
5822460,1,1.0,0.5017299056053162
5826274,0,0.0,0.10600107908248901
5827362,1,0.0,0.27072006464004517
5827417,0,0.0,0.11996714770793915
5827768,0,0.0,0.1931062936782837
5829282,1,1.0,0.7615157961845398
5833722,1,0.0,0.34556254744529724
5838575,1,0.0,0.2212826907634735
5844414,0,0.0,0.02224583923816681
5844654,1,1.0,0.302417516708374
5846261,1,1.0,0.6441419124603271
5855504,0,0.0,0.11305250227451324
5856124,1,0.0,0.21423904597759247
5861508,0,0.0,0.20138205587863922
5862012,1,0.0,0.35779955983161926
5864120,1,0.0,0.39688771963119507
5865744,1,0.0,0.47646021842956543
5867926,0,0.0,0.18892988562583923
5869776,1,0.0,0.48836246132850647
5874555,0,0.0,0.12381106615066528
5884513,1,0.0,0.6153221130371094
5888551,1,1.0,0.4989300072193146
5891421,0,0.0,0.08046863228082657
5891749,1,1.0,0.6729945540428162
5892584,0,0.0,0.099465511739254
5896143,1,1.0,0.672488272190094
5898814,1,0.0,0.39851558208465576
5898957,1,0.0,0.26186665892601013
5902416,0,0.0,0.15923771262168884
5902962,0,0.0,0.13201554119586945
5905906,1,1.0,0.8038324117660522
5906692,1,1.0,0.7723056077957153
5910039,1,0.0,0.6662648916244507
5910729,1,0.0,0.7708203792572021
5913129,1,1.0,0.5623199939727783
5913507,1,0.0,0.4035159647464752
5918243,1,0.0,0.355607271194458
5920845,0,0.0,0.17128628492355347
5925910,1,0.0,0.4943355917930603
5932983,1,0.0,0.33813872933387756
5933051,1,1.0,0.8141543865203857
5938096,1,0.0,0.26477792859077454
5941614,0,0.0,0.11696666479110718
5943133,1,1.0,0.7640485167503357
5945017,0,0.0,0.08527719229459763
5945505,1,0.0,0.43679970502853394
5946614,1,1.0,0.7880943417549133
5946888,0,0.0,0.14182035624980927
5947878,1,1.0,0.8840330243110657
5948463,1,0.0,0.41583916544914246
5949226,1,0.0,0.7848840355873108
5949699,1,0.0,0.7282298803329468
5950535,1,1.0,0.3650099039077759
5952786,1,0.0,0.25765132904052734
5952834,0,0.0,0.1372562199831009
5953616,0,0.0,0.124155692756176
5954070,0,0.0,0.06444697082042694
5955897,1,1.0,0.7890926599502563
5957757,1,1.0,0.6871594786643982
5958314,1,0.0,0.44755101203918457
5959786,0,0.0,0.020657140761613846
5966675,0,0.0,0.17023277282714844
5966989,1,0.0,0.7133373022079468
5968267,1,0.0,0.22193320095539093
5972307,0,1.0,0.10031959414482117
5973794,0,0.0,0.1319877952337265
5974009,1,1.0,0.4281213581562042
5978681,1,1.0,0.6895893812179565
5980357,1,1.0,0.6211251020431519
5981820,1,0.0,0.5671558380126953
5982495,1,1.0,0.5628589391708374
5986066,1,0.0,0.3054332137107849
5987438,1,0.0,0.6225771903991699
5988774,1,0.0,0.24328497052192688
5992050,0,0.0,0.20562171936035156
5994460,1,1.0,0.4887752830982208
5996378,0,0.0,0.18659187853336334
6001345,1,0.0,0.25745028257369995
6003533,1,1.0,0.7202763557434082
6007004,0,0.0,0.12209130078554153
6009348,1,1.0,0.44733601808547974
6009974,1,1.0,0.7257418632507324
6013165,0,0.0,0.20758642256259918
6017241,1,1.0,0.41352254152297974
6018304,1,0.0,0.618382453918457
6021713,1,0.0,0.2184324860572815
6022071,1,0.0,0.333264023065567
6025030,0,0.0,0.0302211195230484
6028130,0,1.0,0.06889188289642334
6031795,0,0.0,0.021197505295276642
6032287,1,1.0,0.5501139163970947
6032482,1,0.0,0.5711248517036438
6037365,0,0.0,0.13502748310565948
6041120,1,1.0,0.29387977719306946
6044254,0,1.0,0.18348422646522522
6051563,1,0.0,0.4122779071331024
6060327,1,0.0,0.39081448316574097
6062320,0,0.0,0.10683485865592957
6071801,0,0.0,0.04483409598469734
6075274,1,0.0,0.3537616729736328
6082661,0,0.0,0.13286422193050385
6083448,1,1.0,0.29787755012512207
6085078,1,0.0,0.2320152074098587
6085866,0,0.0,0.20170260965824127
6088183,1,0.0,0.5283843278884888
6088699,0,0.0,0.029698370024561882
6088898,0,0.0,0.18983271718025208
6090628,0,1.0,0.16827921569347382
6094292,1,1.0,0.46833696961402893
6094727,0,1.0,0.12666776776313782
6095212,1,1.0,0.46108612418174744
6098685,1,1.0,0.5834882855415344
6098916,1,0.0,0.3796646296977997
6107609,1,1.0,0.5768770575523376
6108681,1,0.0,0.48605290055274963
6111788,1,0.0,0.6103273034095764
6112105,1,0.0,0.5910442471504211
6112874,1,0.0,0.3135780990123749
6113588,0,0.0,0.15878933668136597
6114249,1,1.0,0.8617244362831116
6114795,1,1.0,0.4110749661922455
6116256,1,0.0,0.5130545496940613
6116940,1,0.0,0.5105394124984741
6122276,0,0.0,0.09663812816143036
6126040,1,0.0,0.6379008293151855
6129151,1,0.0,0.5252976417541504
6133846,0,0.0,0.03321549668908119
6134378,0,0.0,0.09790443629026413
6134748,1,1.0,0.5847235321998596
6138762,0,0.0,0.09196624159812927
6139936,0,0.0,0.12572622299194336
6141398,1,0.0,0.48413416743278503
6143123,1,1.0,0.29827991127967834
6150484,1,0.0,0.7838002443313599
6150956,1,1.0,0.41638338565826416
6151254,0,0.0,0.17540539801120758
6152180,1,1.0,0.5413384437561035
6152753,1,0.0,0.37390267848968506
6155270,0,0.0,0.055045925080776215
6157600,1,1.0,0.34071701765060425
6160171,1,1.0,0.31379106640815735
6163147,0,0.0,0.11544900387525558
6166810,0,0.0,0.13916650414466858
6167287,0,1.0,0.0570451021194458
6168477,1,0.0,0.6071494221687317
6171249,1,1.0,0.9131580591201782
6179358,0,0.0,0.06439737975597382
6184618,1,0.0,0.4821443557739258
6186689,1,1.0,0.7420482635498047
6186870,1,1.0,0.6203709840774536
6191364,0,0.0,0.08718888461589813
6192711,0,0.0,0.09969447553157806
6193680,0,0.0,0.14742283523082733
6196241,1,0.0,0.7896547913551331
6200536,1,1.0,0.6147148609161377
6203876,0,0.0,0.14779862761497498
